Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class,identifier
2,0.7567567567567568,0.7899159663865547,0.16371681415929204,0.49743226491942627,0.4593140551445864,0.3943383805134957,0.37169905331340314,4,1021
1,0.2702702702702703,0.25210084033613445,0.06637168141592921,0.03842748361962103,0.029589778076664422,0.03686635944700461,0.03338315894369707,0,297
2,0.7770270270270271,0.7647058823529412,0.15486725663716813,0.4083584204002125,0.33254875588433086,0.26596445029624755,0.3821624314897858,6,3698
0,0.445945945945946,0.4285714285714286,0.10619469026548674,0.10890738445192137,0.09213180901143242,0.07570770243581303,0.09317389138016942,7,590
0,0.6081081081081081,0.6302521008403361,0.11061946902654868,0.2872321586683194,0.2222595830531271,0.21790651744568795,0.17538614848031892,6,3902
0,0.7567567567567568,0.7394957983193278,0.1592920353982301,0.5645475473702851,0.41425689307330194,0.41672152732060563,0.3672147483806677,5,2613
0,0.5405405405405405,0.546218487394958,0.12389380530973454,0.2433150345316097,0.21217215870880968,0.17248189598420013,0.19332336821126062,1,2057
2,0.6081081081081081,0.5798319327731093,0.11504424778761063,0.21958562068354878,0.17787491593813046,0.19289005924950622,0.18186347782760343,3,3095
2,0.7972972972972974,0.773109243697479,0.168141592920354,0.5795997874977864,0.5581708137188971,0.4700460829493087,0.36821126058794224,5,2858
0,0.9797297297297298,0.9663865546218487,0.17256637168141595,0.8939259783956083,0.6267652992602556,0.7761685319289006,0.6163428001993025,9,2335
2,0.7635135135135136,0.7647058823529412,0.1504424778761062,0.48503630246148394,0.3806321452589105,0.40355497037524685,0.4060787244643747,4,3425
1,0.1554054054054054,0.15126050420168066,0.03539823008849558,0.012750132813883477,0.01042367182246133,0.007899934167215272,0.01345291479820628,0,322
2,0.8851351351351352,0.8907563025210083,0.19911504424778764,0.7892686382149815,0.8328850033624748,0.5549703752468729,0.5595416043846538,8,3008
2,0.581081081081081,0.5798319327731093,0.11946902654867259,0.25535682663361076,0.2528581035642232,0.195523370638578,0.17588440458395618,1,2650
2,0.6486486486486487,0.5798319327731093,0.11504424778761063,0.24986718611652203,0.22259583053127102,0.20803159973666885,0.17787742899850525,1,1885
0,0.7567567567567568,0.7899159663865547,0.1592920353982301,0.4843279617496015,0.425689307330195,0.4180381830151415,0.36023916292974595,5,3000
0,0.4189189189189189,0.43697478991596644,0.09734513274336284,0.10058438108730298,0.08170813718897108,0.08294930875576036,0.08171400099651223,4,602
2,0.7094594594594595,0.6974789915966386,0.11504424778761063,0.3571808039667079,0.28379287155346333,0.2876892692560895,0.2954658694569009,3,4089
0,0.5337837837837838,0.5378151260504203,0.11061946902654868,0.1981583141491057,0.16879623402824478,0.17972350230414746,0.17787742899850525,4,393
0,0.5067567567567568,0.5126050420168068,0.11061946902654868,0.17619975208075084,0.1361802286482851,0.13100724160631994,0.16791230692575987,7,270
2,0.6216216216216216,0.5966386554621849,0.11946902654867259,0.3045865061094386,0.191324815063887,0.20013166556945355,0.31738913801694074,8,739
0,0.581081081081081,0.5378151260504203,0.1017699115044248,0.20807508411545952,0.1765299260255548,0.1573403554970375,0.16492277030393626,4,2411
2,0.6689189189189189,0.6722689075630253,0.13274336283185842,0.339295200991677,0.25958305312710156,0.31336405529953915,0.2725460886895865,5,3231
2,0.6891891891891893,0.6722689075630253,0.19911504424778764,0.3729413848060917,0.2558843308675185,0.29032258064516125,0.362232187344295,8,508
2,0.7432432432432433,0.6974789915966386,0.13274336283185842,0.3973791393660351,0.37323470073974446,0.30414746543778803,0.28450423517688095,3,3738
2,0.47297297297297297,0.45378151260504207,0.10619469026548674,0.13228262794404108,0.09482178883658371,0.13956550362080314,0.1031390134529148,3,2467
2,0.7567567567567568,0.7394957983193278,0.13274336283185842,0.3821498140605631,0.3238063214525891,0.3179723502304147,0.3074240159441954,5,2355
2,0.8378378378378378,0.773109243697479,0.15486725663716813,0.536391004072959,0.3880295897780766,0.5398288347597102,0.3871449925261585,8,750
1,0.42567567567567566,0.4285714285714286,0.0752212389380531,0.12112626173189303,0.121049092131809,0.09084924292297564,0.07722969606377679,1,4164
2,0.5135135135135135,0.5378151260504203,0.11061946902654868,0.17071011156366211,0.14425016812373906,0.13364055299539168,0.1629297458893872,1,3259
1,0.3581081081081081,0.35294117647058826,0.06194690265486727,0.06481317513724101,0.04135843981170141,0.05134957208689927,0.06826108619830594,1,2555
1,0.16891891891891891,0.1596638655462185,0.03539823008849558,0.015583495661413139,0.013449899125756556,0.008558262014483212,0.004982561036372696,0,3144
1,0.2905405405405405,0.28571428571428575,0.06637168141592921,0.053125553391181156,0.04707464694014794,0.0770243581303489,0.043348281016442454,3,3885
0,0.8716216216216216,0.857142857142857,0.1592920353982301,0.6081105011510537,0.5685944855413584,0.5352205398288347,0.38465371200797216,5,2860
1,0.5405405405405405,0.5210084033613446,0.09292035398230089,0.1471577828935718,0.10995292535305985,0.12969058591178406,0.1250622820129547,1,3645
1,0.4054054054054054,0.36974789915966394,0.08849557522123895,0.08163626704444837,0.07767316745124411,0.05464121132323897,0.06327852516193325,0,1071
