age,educational-num,gender,occupation,income,identifier
0.2602739726027397,0.5333333333333333,0.0,7,0.0,10070
0.5205479452054794,0.5333333333333333,0.0,0,1.0,5900
0.2054794520547945,0.5333333333333333,1.0,2,0.0,1678
0.1506849315068493,0.5333333333333333,1.0,2,0.0,5219
0.2465753424657534,0.8666666666666667,1.0,9,1.0,2421
0.3287671232876712,0.8666666666666667,1.0,2,0.0,27483
0.3835616438356164,0.5333333333333333,1.0,2,0.0,28537
0.3561643835616438,0.8666666666666667,1.0,10,1.0,17918
0.2328767123287671,0.6,1.0,2,0.0,27006
0.136986301369863,0.5333333333333333,0.0,0,0.0,35088
0.1506849315068493,0.6666666666666666,0.0,3,0.0,3222
0.0958904109589041,0.4,1.0,11,0.0,25948
0.3698630136986301,0.5333333333333333,1.0,3,0.0,3806
0.273972602739726,0.5333333333333333,1.0,0,1.0,11816
0.0821917808219178,0.6,1.0,0,0.0,21096
0.3013698630136986,0.5333333333333333,0.0,0,0.0,30750
0.1780821917808219,0.5333333333333333,1.0,9,0.0,11703
0.3561643835616438,0.8,0.0,11,0.0,2189
0.0958904109589041,0.5333333333333333,1.0,2,0.0,3195
0.1643835616438356,0.6,1.0,3,0.0,24346
0.5068493150684932,0.5333333333333333,1.0,0,1.0,6603
0.1917808219178082,0.5333333333333333,0.0,0,0.0,23444
0.2054794520547945,0.8,1.0,11,1.0,40097
0.273972602739726,0.5333333333333333,0.0,2,1.0,10290
0.3698630136986301,0.6,1.0,3,0.0,8253
0.3150684931506849,0.26666666666666666,1.0,6,0.0,27622
0.273972602739726,0.8,0.0,9,1.0,19512
0.1643835616438356,0.6666666666666666,0.0,12,0.0,20354
0.3013698630136986,0.8666666666666667,1.0,3,0.0,32242
0.3424657534246575,0.6,1.0,0,0.0,28399
0.589041095890411,0.6,1.0,11,0.0,30309
0.3972602739726027,0.8,0.0,9,1.0,7350
0.0,0.4,0.0,9,0.0,32669
0.4931506849315068,0.4666666666666667,1.0,4,0.0,45527
0.0958904109589041,0.6,1.0,5,0.0,5393
0.5342465753424658,0.6,1.0,2,0.0,27273
0.3698630136986301,0.2,1.0,6,0.0,22501
0.1506849315068493,0.26666666666666666,1.0,6,0.0,6708
0.3150684931506849,0.6666666666666666,1.0,9,0.0,38500
0.3561643835616438,0.8,1.0,5,0.0,11438
0.2465753424657534,0.5333333333333333,0.0,7,0.0,37217
0.0410958904109589,0.3333333333333333,1.0,6,0.0,20796
0.410958904109589,0.5333333333333333,1.0,4,0.0,6114
0.1232876712328767,0.8666666666666667,1.0,3,0.0,26438
0.5205479452054794,0.5333333333333333,1.0,2,0.0,227
0.3835616438356164,0.5333333333333333,1.0,7,0.0,13746
0.2328767123287671,0.6,0.0,0,0.0,10585
0.3150684931506849,0.7333333333333333,1.0,4,1.0,45504
0.3561643835616438,0.8,1.0,3,0.0,10037
0.4383561643835616,0.6,1.0,3,0.0,33984
0.1232876712328767,0.4,1.0,5,0.0,9279
0.0273972602739726,0.6,0.0,5,0.0,34904
0.1095890410958904,0.5333333333333333,0.0,0,0.0,37281
0.410958904109589,0.5333333333333333,0.0,7,0.0,11418
0.0273972602739726,0.5333333333333333,1.0,5,0.0,37982
0.2328767123287671,0.8,1.0,9,1.0,8459
0.2191780821917808,0.5333333333333333,0.0,0,0.0,44282
0.2876712328767123,0.5333333333333333,0.0,6,0.0,30222
0.0547945205479452,0.5333333333333333,1.0,2,0.0,6341
0.136986301369863,0.5333333333333333,1.0,11,0.0,10370
0.2602739726027397,0.8,1.0,9,1.0,16463
0.3561643835616438,0.8666666666666667,1.0,9,1.0,28825
0.3698630136986301,0.5333333333333333,0.0,5,0.0,31468
0.5205479452054794,0.8,1.0,11,1.0,8116
0.3561643835616438,0.5333333333333333,1.0,4,0.0,11994
0.5753424657534246,0.8666666666666667,0.0,9,0.0,1324
0.1643835616438356,0.5333333333333333,1.0,0,0.0,19736
0.4383561643835616,0.6,0.0,0,0.0,11915
0.3972602739726027,0.8,1.0,9,1.0,34783
0.0136986301369863,0.26666666666666666,1.0,7,0.0,44481
0.4246575342465753,0.26666666666666666,0.0,6,0.0,23846
0.4383561643835616,0.2,1.0,6,0.0,21435
0.0821917808219178,0.2,0.0,5,0.0,43893
0.2876712328767123,0.6,0.0,11,0.0,8932
0.3287671232876712,0.8666666666666667,0.0,9,0.0,16662
0.273972602739726,0.5333333333333333,1.0,2,0.0,43349
0.0958904109589041,0.5333333333333333,1.0,2,0.0,42200
0.1506849315068493,0.8,0.0,9,0.0,28907
0.3972602739726027,0.8666666666666667,1.0,3,1.0,12830
0.4383561643835616,0.8,1.0,11,0.0,6612
0.0,0.4,0.0,7,0.0,13939
0.4657534246575342,0.5333333333333333,1.0,2,0.0,9268
0.2602739726027397,0.8,1.0,9,0.0,12177
0.2602739726027397,0.3333333333333333,0.0,5,0.0,12514
0.6986301369863014,0.8666666666666667,0.0,9,0.0,8372
0.3150684931506849,0.8,0.0,9,0.0,15723
0.1780821917808219,0.5333333333333333,1.0,2,1.0,2692
0.0684931506849315,0.7333333333333333,0.0,0,0.0,1203
0.2602739726027397,0.2,1.0,2,0.0,32361
0.0,0.4,1.0,10,0.0,39868
0.4246575342465753,0.6,1.0,11,0.0,30914
0.2602739726027397,0.5333333333333333,1.0,2,0.0,10082
0.5753424657534246,1.0,1.0,2,1.0,10924
0.4657534246575342,0.6,0.0,3,1.0,5450
0.4657534246575342,0.8666666666666667,1.0,3,1.0,16184
0.136986301369863,0.5333333333333333,1.0,5,0.0,33512
0.3424657534246575,0.8666666666666667,1.0,9,0.0,37831
0.4246575342465753,0.6,1.0,4,1.0,24900
0.273972602739726,0.8,1.0,12,1.0,13209
0.5616438356164384,0.5333333333333333,1.0,2,0.0,10981
0.4657534246575342,0.8666666666666667,0.0,7,1.0,8175
0.1095890410958904,0.5333333333333333,0.0,0,0.0,24734
0.3013698630136986,0.6,1.0,9,0.0,33053
0.0821917808219178,0.8,1.0,9,0.0,9066
0.6712328767123288,0.13333333333333333,0.0,8,0.0,43046
0.2465753424657534,0.5333333333333333,0.0,3,0.0,19048
0.2328767123287671,0.5333333333333333,0.0,6,0.0,14783
0.0136986301369863,0.4666666666666667,1.0,7,0.0,14696
0.0410958904109589,0.6,1.0,5,0.0,37363
0.0,0.3333333333333333,0.0,2,0.0,8444
0.0273972602739726,0.5333333333333333,1.0,7,0.0,3811
0.1095890410958904,0.5333333333333333,1.0,11,0.0,30042
0.0684931506849315,0.8,1.0,9,0.0,7198
0.3698630136986301,0.7333333333333333,0.0,3,0.0,30810
0.3013698630136986,0.5333333333333333,1.0,3,0.0,3747
0.3424657534246575,0.5333333333333333,0.0,3,0.0,30301
0.0958904109589041,0.8,1.0,9,0.0,16165
0.3150684931506849,0.8,1.0,9,1.0,4769
0.1780821917808219,0.5333333333333333,1.0,5,0.0,24939
0.273972602739726,0.5333333333333333,0.0,13,0.0,31192
0.0821917808219178,0.8,1.0,11,0.0,45523
0.1095890410958904,0.5333333333333333,0.0,7,0.0,31579
0.1643835616438356,0.5333333333333333,1.0,11,0.0,33739
0.3835616438356164,0.6666666666666666,0.0,3,1.0,22181
0.273972602739726,0.6,1.0,5,0.0,14906
0.3013698630136986,0.7333333333333333,1.0,10,0.0,25668
0.3698630136986301,0.8666666666666667,1.0,3,1.0,22422
0.4383561643835616,0.5333333333333333,1.0,7,0.0,38044
0.3698630136986301,0.6,1.0,3,1.0,21836
0.410958904109589,0.5333333333333333,1.0,3,1.0,22164
0.726027397260274,0.5333333333333333,1.0,3,0.0,31799
0.2054794520547945,0.5333333333333333,1.0,6,0.0,39376
0.1643835616438356,0.4,0.0,7,0.0,16560
0.3561643835616438,0.5333333333333333,1.0,11,1.0,26941
0.0821917808219178,0.8,0.0,3,0.0,40595
0.0958904109589041,0.5333333333333333,1.0,2,0.0,14415
0.0684931506849315,0.5333333333333333,0.0,6,0.0,8144
0.3835616438356164,0.6,1.0,13,0.0,24192
0.3424657534246575,0.8666666666666667,1.0,0,1.0,40015
0.1095890410958904,0.6,1.0,0,0.0,30608
