age,educational-num,gender,occupation,income,identifier,cluster,risk
0.26575342465753427,0.5466666666666666,0.0,7,0.0,10070,478,0.2
0.5123287671232877,0.5333333333333333,0.0,0,1.0,5900,1,0.2
0.2,0.5333333333333333,1.0,2,0.0,1678,2,0.2
0.15342465753424656,0.5333333333333333,1.0,2,0.0,5219,3,0.2
0.24931506849315072,0.8133333333333332,1.0,9,1.0,2421,4,0.2
0.3178082191780822,0.8666666666666668,1.0,2,0.0,27483,5,0.2
0.4082191780821917,0.5333333333333333,1.0,2,0.0,28537,6,0.2
0.35342465753424657,0.7466666666666667,1.0,10,1.0,17918,845,0.2
0.23013698630136986,0.6,1.0,9,0.0,27006,7,0.2
0.12054794520547944,0.5333333333333333,0.0,9,0.0,35088,8,0.2
0.1589041095890411,0.6399999999999999,0.0,3,0.0,3222,9,0.2
0.12328767123287672,0.42666666666666664,1.0,11,0.0,25948,10,0.2
0.3397260273972602,0.5333333333333333,1.0,3,0.0,3806,11,0.2
0.273972602739726,0.5333333333333333,1.0,2,1.0,11816,12,0.2
0.09315068493150684,0.6,1.0,0,0.0,21096,13,0.2
0.27123287671232876,0.5333333333333333,0.0,3,0.0,30750,14,0.2
0.16986301369863016,0.5333333333333333,1.0,9,0.0,11703,15,0.2
0.33150684931506846,0.8,0.0,11,0.0,2189,16,0.2
0.09863013698630137,0.5333333333333333,1.0,2,0.0,3195,17,0.2
0.1643835616438356,0.6,1.0,3,0.0,24346,18,0.2
0.5150684931506848,0.5333333333333333,1.0,0,1.0,6603,19,0.2
0.2,0.5466666666666666,0.0,0,0.0,23444,20,0.2
0.15890410958904105,0.8,1.0,11,1.0,40097,21,0.2
0.2931506849315068,0.5466666666666666,0.0,2,1.0,10290,22,0.2
0.347945205479452,0.6,1.0,11,0.0,8253,23,0.2
0.24109589041095889,0.2666666666666666,1.0,9,0.0,27622,479,0.2
0.3205479452054794,0.6,0.0,9,1.0,19512,24,0.2
0.11232876712328768,0.72,0.0,7,0.0,20354,692,0.2
0.3178082191780822,0.8666666666666668,1.0,3,0.0,32242,5,0.2
0.347945205479452,0.6,1.0,0,0.0,28399,23,0.2
0.5753424657534246,0.6,1.0,11,0.0,30309,25,0.2
0.38630136986301367,0.8,0.8,3,1.0,7350,26,0.2
0.0410958904109589,0.3866666666666666,0.0,9,0.0,32669,27,0.2
0.44657534246575337,0.5199999999999999,1.0,4,0.0,45527,693,0.2
0.08767123287671233,0.6,1.0,5,0.0,5393,480,0.2
0.5095890410958904,0.6,1.0,2,0.0,27273,28,0.2
0.3589041095890411,0.2533333333333333,1.0,6,0.0,22501,481,0.2
0.1452054794520548,0.30666666666666664,1.0,6,0.0,6708,482,0.2
0.3287671232876712,0.6666666666666666,1.0,9,0.0,38500,29,0.2
0.33150684931506846,0.8,1.0,5,0.0,11438,483,0.2
0.2383561643835616,0.5333333333333333,0.0,7,0.0,37217,484,0.2
0.05205479452054794,0.4,1.0,6,0.0,20796,485,0.2
0.40273972602739727,0.5333333333333333,1.0,4,0.0,6114,694,0.2
0.12054794520547944,0.8133333333333332,1.0,3,0.0,26438,30,0.2
0.5068493150684932,0.5333333333333333,1.0,2,0.0,227,31,0.2
0.38904109589041097,0.5466666666666666,1.0,6,0.0,13746,486,0.2
0.2547945205479452,0.6,0.0,0,0.0,10585,32,0.2
0.27123287671232876,0.7066666666666667,1.0,4,1.0,45504,695,0.2
0.3616438356164383,0.7866666666666667,1.0,0,0.0,10037,33,0.2
0.4684931506849314,0.6,1.0,3,0.0,33984,34,0.2
0.1095890410958904,0.44000000000000006,1.0,5,0.0,9279,487,0.2
0.0547945205479452,0.6266666666666667,0.0,5,0.0,34904,488,0.2
0.07397260273972603,0.5466666666666666,0.0,0,0.0,37281,35,0.2
0.38904109589041097,0.5333333333333333,0.0,7,0.0,11418,489,0.2
0.03287671232876712,0.5466666666666666,1.0,5,0.0,37982,490,0.2
0.24657534246575344,0.7866666666666667,1.0,9,1.0,8459,36,0.2
0.23013698630136986,0.5466666666666666,0.0,0,0.0,44282,37,0.2
0.26575342465753427,0.5466666666666666,0.0,6,0.0,30222,478,0.2
0.057534246575342465,0.5466666666666666,1.0,2,0.0,6341,38,0.2
0.1287671232876712,0.5866666666666667,1.0,11,0.0,10370,39,0.2
0.25753424657534246,0.7866666666666667,1.0,9,1.0,16463,40,0.2
0.347945205479452,0.8666666666666668,1.0,9,1.0,28825,41,0.2
0.38904109589041097,0.5333333333333333,0.0,9,0.0,31468,489,0.2
0.5041095890410959,0.8,1.0,11,1.0,8116,42,0.2
0.3452054794520548,0.5466666666666666,1.0,4,0.0,11994,696,0.2
0.5534246575342465,0.8133333333333332,0.0,11,0.0,1324,43,0.2
0.15342465753424656,0.5333333333333333,1.0,0,0.0,19736,3,0.2
0.4273972602739725,0.5866666666666667,0.0,11,0.0,11915,44,0.2
0.39999999999999997,0.8,1.0,9,1.0,34783,45,0.2
0.06027397260273972,0.3333333333333333,1.0,13,0.0,44481,491,0.2
0.4,0.30666666666666664,0.0,6,0.0,23846,492,0.2
0.4164383561643835,0.2666666666666667,1.0,6,0.0,21435,493,0.2
0.15342465753424656,0.3466666666666667,0.0,5,0.0,43893,494,0.2
0.2547945205479452,0.6,0.0,11,0.0,8932,32,0.2
0.29863013698630136,0.8133333333333332,0.0,9,0.0,16662,46,0.2
0.2849315068493151,0.5333333333333333,1.0,9,0.0,43349,47,0.2
0.10684931506849313,0.5866666666666667,1.0,2,0.0,42200,48,0.2
0.16164383561643836,0.7466666666666667,0.0,9,0.0,28907,49,0.2
0.38630136986301367,0.8800000000000001,1.0,3,1.0,12830,50,0.2
0.41369863013698627,0.8,1.0,3,0.0,6612,51,0.2
0.0821917808219178,0.52,0.0,7,0.0,13939,495,0.2
0.4712328767123288,0.6,1.0,2,0.0,9268,52,0.2
0.24657534246575344,0.8,1.0,9,0.0,12177,53,0.2
0.3013698630136986,0.4133333333333333,0.0,5,0.0,12514,496,0.2
0.6493150684931506,0.6799999999999999,0.0,9,0.0,8372,54,0.2
0.32054794520547947,0.7866666666666667,0.0,9,0.0,15723,55,0.2
0.19726027397260273,0.5333333333333333,1.0,2,1.0,2692,56,0.2
0.14246575342465753,0.6133333333333334,0.0,0,0.0,1203,57,0.2
0.24109589041095889,0.22666666666666666,1.0,2,0.0,32361,58,0.2
0.01917808219178082,0.3866666666666666,1.0,11,0.0,39868,846,0.2
0.39999999999999997,0.6133333333333334,1.0,11,0.0,30914,59,0.2
0.24931506849315072,0.5466666666666666,1.0,2,0.0,10082,60,0.2
0.5643835616438356,0.9199999999999999,1.0,2,1.0,10924,61,0.2
0.4438356164383562,0.6266666666666667,0.2,3,1.0,5450,62,0.2
0.4493150684931506,0.8399999999999999,1.0,3,1.0,16184,63,0.2
0.14246575342465753,0.5466666666666666,1.0,5,0.0,33512,497,0.2
0.284931506849315,0.8666666666666666,1.0,9,0.0,37831,64,0.2
0.4054794520547945,0.5733333333333334,1.0,12,1.0,24900,697,0.2
0.27123287671232876,0.7466666666666667,1.0,12,1.0,13209,698,0.2
0.5808219178082192,0.5466666666666666,1.0,2,0.0,10981,65,0.2
0.3698630136986301,0.6266666666666667,0.0,6,1.0,8175,498,0.2
0.13424657534246576,0.5866666666666667,0.0,0,0.0,24734,66,0.2
0.2986301369863013,0.6,1.0,9,0.0,33053,67,0.2
0.09041095890410958,0.8,1.0,9,0.0,9066,68,0.2
0.42191780821917807,0.4,0.0,8,0.0,43046,940,0.2
0.28493150684931506,0.5733333333333334,0.0,3,0.0,19048,69,0.2
0.2383561643835616,0.5333333333333333,0.0,6,0.0,14783,484,0.2
0.03013698630136986,0.4800000000000001,1.0,7,0.0,14696,499,0.2
0.07123287671232877,0.6,1.0,5,0.0,37363,500,0.2
0.0410958904109589,0.3866666666666666,0.0,11,0.0,8444,27,0.2
0.03287671232876712,0.5466666666666666,1.0,7,0.0,3811,490,0.2
0.09863013698630137,0.5333333333333333,1.0,0,0.0,30042,17,0.2
0.09041095890410958,0.8,1.0,9,0.0,7198,70,0.2
0.3397260273972603,0.6533333333333333,0.0,3,0.0,30810,71,0.2
0.31780821917808216,0.5866666666666667,1.0,3,0.0,3747,72,0.2
0.3561643835616438,0.5333333333333333,0.0,3,0.0,30301,73,0.2
0.1095890410958904,0.7866666666666665,1.0,9,0.0,16165,74,0.2
0.33150684931506846,0.8,1.0,9,1.0,4769,75,0.2
0.18630136986301368,0.5466666666666666,1.0,5,0.0,24939,501,0.2
0.26575342465753427,0.5466666666666666,0.0,13,0.0,31192,478,0.2
0.09041095890410958,0.8,1.0,3,0.0,45523,68,0.2
0.20821917808219176,0.5866666666666667,0.0,7,0.0,31579,502,0.2
0.16986301369863016,0.5333333333333333,1.0,9,0.0,33739,15,0.2
0.3835616438356164,0.7466666666666667,0.2,3,1.0,22181,76,0.2
0.24109589041095889,0.6133333333333333,1.0,5,0.0,14906,503,0.2
0.3123287671232876,0.64,1.0,10,0.0,25668,847,0.2
0.3589041095890411,0.7866666666666667,1.0,3,1.0,22422,77,0.2
0.4575342465753424,0.5466666666666666,1.0,7,0.0,38044,504,0.2
0.3835616438356164,0.6,1.0,3,1.0,21836,78,0.2
0.4082191780821917,0.5466666666666666,1.0,3,1.0,22164,79,0.2
0.7095890410958905,0.5333333333333333,1.0,3,0.0,31799,80,0.2
0.2,0.5599999999999999,1.0,6,0.0,39376,505,0.2
0.15342465753424656,0.5466666666666666,0.2,7,0.0,16560,506,0.2
0.3589041095890411,0.5466666666666666,1.0,11,1.0,26941,81,0.2
0.21643835616438353,0.6666666666666666,0.0,3,0.0,40595,82,0.2
0.11232876712328768,0.5466666666666666,1.0,2,0.0,14415,83,0.2
0.07945205479452054,0.5866666666666667,0.2,6,0.0,8144,507,0.2
0.38630136986301367,0.6,1.0,13,0.0,24192,508,0.2
0.347945205479452,0.8666666666666668,1.0,2,1.0,40015,41,0.2
0.10684931506849313,0.5866666666666667,1.0,0,0.0,30608,48,0.2
0.5863013698630137,0.5733333333333334,1.0,4,1.0,37503,699,0.2
0.2054794520547945,0.6133333333333333,0.8,7,0.0,18349,509,0.2
0.1589041095890411,0.6399999999999999,0.0,0,0.0,20846,9,0.2
0.4712328767123288,0.42666666666666664,0.8,7,0.0,18189,510,0.2
0.5397260273972602,0.9066666666666666,1.0,2,1.0,30666,84,0.2
0.34520547945205476,0.5866666666666667,1.0,2,1.0,7583,85,0.2
0.33150684931506846,0.7733333333333332,1.0,12,0.8,2707,700,0.2
0.2931506849315068,0.4933333333333333,1.0,9,1.0,23440,511,0.2
0.05205479452054794,0.37333333333333335,1.0,3,0.0,1563,701,0.2
0.24931506849315066,0.7466666666666666,0.2,9,1.0,1697,86,0.2
0.4301369863013698,0.7733333333333333,1.0,3,1.0,31077,87,0.2
0.07945205479452054,0.6133333333333334,1.0,2,0.0,3458,88,0.2
0.5095890410958904,0.6,1.0,0,0.0,40451,28,0.2
0.26575342465753427,0.5866666666666667,1.0,3,1.0,3635,89,0.2
0.30410958904109586,0.6399999999999999,0.8,7,0.0,32638,512,0.2
0.2849315068493151,0.5333333333333333,1.0,3,0.0,42996,47,0.2
0.4602739726027397,0.6,1.0,13,1.0,16555,513,0.2
0.3452054794520548,0.5866666666666667,1.0,5,0.0,15420,514,0.2
0.2219178082191781,0.7333333333333334,1.0,9,1.0,24638,90,0.2
0.0821917808219178,0.5866666666666667,0.2,7,0.0,25475,515,0.2
0.24383561643835616,0.72,0.0,9,0.0,45776,91,0.2
0.4684931506849315,0.5866666666666667,1.0,6,0.0,39009,516,0.2
0.21643835616438353,0.6666666666666666,0.0,11,0.0,39405,82,0.2
0.043835616438356165,0.5866666666666667,1.0,0,0.0,27984,92,0.2
0.2876712328767123,0.5333333333333333,1.0,2,0.0,44433,93,0.2
0.7287671232876712,0.3466666666666667,1.0,5,0.0,41443,517,0.2
0.39726027397260266,0.5733333333333334,0.0,3,0.0,29393,94,0.2
0.24383561643835616,0.5333333333333333,0.2,7,0.0,26391,518,0.2
0.18082191780821918,0.6,1.0,3,0.0,38031,95,0.2
0.1452054794520548,0.5333333333333333,0.0,0,0.0,1500,96,0.2
0.10410958904109588,0.34666666666666657,1.0,2,0.0,37068,97,0.2
0.1287671232876712,0.5866666666666667,1.0,0,0.0,36686,39,0.2
0.2219178082191781,0.7333333333333334,1.0,2,1.0,44836,90,0.2
0.3068493150684931,0.7866666666666667,1.0,0,0.0,39195,98,0.2
0.2054794520547945,0.6,1.0,12,0.0,9713,702,0.2
0.41369863013698627,0.8,1.0,2,0.0,25889,51,0.2
0.3506849315068493,0.5866666666666667,1.0,6,0.0,30634,519,0.2
0.24657534246575344,0.39999999999999997,1.0,6,0.0,26836,520,0.2
0.12054794520547944,0.49333333333333335,0.0,9,0.0,34211,99,0.2
0.5068493150684932,0.7733333333333332,1.0,5,0.0,40878,521,0.2
0.6602739726027397,0.8133333333333332,1.0,9,0.0,6903,100,0.2
0.03287671232876712,0.5466666666666666,1.0,6,0.0,44746,490,0.2
0.10684931506849313,0.5466666666666666,1.0,2,0.0,6712,101,0.2
0.15616438356164383,0.5733333333333333,1.0,3,0.0,24342,102,0.2
0.12328767123287672,0.42666666666666664,1.0,2,0.0,15566,10,0.2
0.24383561643835616,0.5733333333333333,1.0,2,0.0,1431,103,0.2
0.45479452054794517,0.5466666666666666,0.0,0,0.0,40767,104,0.2
0.10684931506849313,0.6,0.2,7,0.0,32882,522,0.2
0.5205479452054794,0.5333333333333333,0.0,11,0.0,13421,105,0.2
0.15342465753424656,0.5333333333333333,1.0,3,0.0,20281,3,0.2
0.07945205479452054,0.6133333333333334,1.0,2,0.0,32301,88,0.2
0.4876712328767123,0.56,0.2,7,0.0,14822,523,0.2
0.18904109589041093,0.8800000000000001,1.0,0,1.0,40847,106,0.2
0.14794520547945206,0.4933333333333333,0.0,2,0.0,38458,107,0.2
0.024657534246575342,0.5333333333333333,0.2,11,0.0,34444,108,0.2
0.284931506849315,0.8666666666666666,1.0,0,0.0,42457,64,0.2
0.5260273972602739,0.17333333333333328,1.0,10,0.0,16873,848,0.2
0.6630136986301369,0.7866666666666667,1.0,11,1.0,33426,109,0.2
0.25205479452054796,0.5866666666666667,1.0,6,0.0,41054,524,0.2
0.410958904109589,0.8133333333333335,1.0,9,1.0,8229,110,0.2
0.043835616438356165,0.5333333333333333,1.0,10,0.0,17654,849,0.2
0.12054794520547944,0.7866666666666667,1.0,9,0.0,23626,111,0.2
0.23013698630136986,0.6,1.0,0,0.0,21148,7,0.2
0.24383561643835616,0.7866666666666665,0.2,9,0.0,30664,112,0.2
0.13424657534246576,0.5866666666666667,0.0,9,0.0,3991,66,0.2
0.14246575342465753,0.5466666666666666,1.0,6,0.0,35181,497,0.2
0.2821917808219178,0.6133333333333333,1.0,9,0.0,41940,113,0.2
0.5342465753424658,0.36,0.8,8,0.0,27658,941,0.2
0.2273972602739726,0.6533333333333334,0.2,9,1.0,34319,114,0.2
0.6493150684931507,0.31999999999999995,1.0,9,0.0,32953,115,0.2
0.3698630136986301,0.76,1.0,3,1.0,44603,116,0.2
0.5178082191780822,0.27999999999999997,1.0,2,0.0,12728,117,0.2
0.0410958904109589,0.5866666666666667,0.2,0,0.0,43095,118,0.2
0.28493150684931506,0.5333333333333333,1.0,9,1.0,4329,119,0.2
0.4657534246575342,0.64,1.0,13,0.0,32769,525,0.2
0.136986301369863,0.7466666666666667,0.2,9,0.0,12043,120,0.2
0.0821917808219178,0.6,0.2,0,0.0,38514,121,0.2
0.23561643835616436,0.48,1.0,2,0.0,31148,122,0.2
0.27123287671232876,0.5333333333333333,0.0,2,0.0,34970,14,0.2
0.40273972602739727,0.5466666666666666,1.0,10,0.0,38550,850,0.2
0.40273972602739727,0.5466666666666666,1.0,2,1.0,24655,123,0.2
0.6164383561643836,0.6133333333333333,1.0,11,0.0,25380,124,0.2
0.6986301369863014,0.42666666666666664,0.2,11,0.0,31336,125,0.2
0.4958904109589041,0.5333333333333333,1.0,4,0.8,35122,703,0.2
0.589041095890411,0.5466666666666666,1.0,4,0.0,34740,704,0.2
0.19726027397260273,0.6266666666666667,0.2,0,0.0,23552,126,0.2
0.536986301369863,0.8,1.0,11,1.0,14161,127,0.2
0.09041095890410958,0.5199999999999999,1.0,12,0.0,25260,705,0.2
0.12054794520547944,0.7866666666666667,1.0,2,0.0,42995,111,0.2
0.2383561643835616,0.5333333333333333,0.0,5,0.0,21164,484,0.2
0.2904109589041096,0.5333333333333333,1.0,4,0.0,16963,706,0.2
0.4657534246575342,0.6,1.0,9,1.0,16671,128,0.2
