Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class,identifier,cluster,risk
2,0.7618243243243243,0.777310924369748,0.16150442477876104,0.4713564724632548,0.42400806993947543,0.3943383805134957,0.3536372695565521,4,1021,1,0.25
1,0.2837837837837837,0.2710084033613445,0.06969026548672562,0.0411280325836727,0.03093476798924005,0.036537195523370605,0.03699551569506722,0,297,159,0.25
2,0.7550675675675677,0.7478991596638656,0.15044247787610618,0.40357712059500617,0.32498318762609274,0.2860434496379196,0.35974090682610865,6,3698,254,0.25
0,0.47128378378378377,0.453781512605042,0.11172566371681414,0.13347795289534262,0.10028581035642227,0.08673469387755098,0.12219730941704035,7,590,255,0.25
0,0.6081081081081081,0.596638655462185,0.11946902654867252,0.26978926863821495,0.19502353732347005,0.22350230414746539,0.19593921275535625,6,3902,256,0.25
0,0.7635135135135136,0.7436974789915967,0.15044247787610615,0.5078360191251992,0.4170309347679892,0.4344963791968399,0.3467862481315397,5,2613,2,0.25
0,0.5439189189189189,0.546218487394958,0.11393805309734509,0.20710111563662115,0.17888365837256212,0.15997366688610926,0.17451420029895365,1,2057,160,0.25
2,0.6064189189189189,0.5798319327731093,0.11061946902654862,0.21599964582964398,0.17846334902488228,0.1777485187623436,0.1791230692575984,3,3095,3,0.25
2,0.7820945945945947,0.7584033613445378,0.163716814159292,0.5425889853019302,0.5173167451244115,0.44470046082949305,0.35999003487792725,3,2858,4,0.25
0,0.9594594594594595,0.9516806722689075,0.19469026548672563,0.8188418629360723,0.6098688634835239,0.6611257406188281,0.667164922770304,9,2335,257,0.25
2,0.7652027027027029,0.7478991596638656,0.1471238938053097,0.46254648485921723,0.37172158708809677,0.3747531270572745,0.3969855505729945,4,3425,5,0.25
1,0.277027027027027,0.2668067226890756,0.05973451327433625,0.0435629537807685,0.0319435104236718,0.04131007241606315,0.04210264075734922,0,322,161,0.25
2,0.8597972972972974,0.8718487394957983,0.1969026548672566,0.783247742163981,0.8044720914593141,0.5065832784726794,0.5677628300946688,8,3008,258,0.25
2,0.5540540540540541,0.5294117647058824,0.10951327433628313,0.19771560120417914,0.17737054472091457,0.15108624094799206,0.1533383158943697,3,2650,162,0.25
2,0.5726351351351352,0.5399159663865547,0.10730088495575218,0.19134053479723745,0.17501681237390715,0.14137590520078996,0.14947683109118085,1,1885,163,0.25
0,0.7618243243243243,0.777310924369748,0.16150442477876104,0.4713564724632548,0.42400806993947543,0.3943383805134957,0.3536372695565521,5,3000,1,0.25
0,0.42060810810810806,0.42647058823529405,0.09070796460176987,0.09969895519744991,0.07531943510423665,0.08360763660302824,0.09055804683607371,2,602,6,0.25
